Date,Open,High,Low,Settle,Volume,Prev. Day Open Interest
1998-02-04,8137.0,8190.0,8112.0,8149.0,11904.0,13956.0
1998-02-05,8202.0,8215.0,8094.0,8146.0,13726.0,14047.0
1998-02-06,8170.0,8237.0,8152.0,8230.0,12674.0,14290.0
1998-02-09,8247.0,8250.0,8165.0,8203.0,10783.0,14566.0
1998-02-10,8206.0,8350.0,8205.0,8332.0,16895.0,13878.0
1998-02-11,8317.0,8345.0,8301.0,8332.0,10937.0,14075.0
1998-02-12,8287.0,8425.0,8248.0,8384.0,14623.0,13985.0
1998-02-13,8357.0,8395.0,8332.0,8383.0,8340.0,13707.0
1998-02-17,8445.0,8485.0,8401.0,8424.0,10475.0,13316.0
1998-02-18,8414.0,8480.0,8390.0,8472.0,12830.0,13711.0
1998-02-19,8482.0,8485.0,8385.0,8388.0,12950.0,13699.0
1998-02-20,8412.0,8450.0,8335.0,8440.0,13412.0,13634.0
1998-02-23,8497.0,8500.0,8396.0,8429.0,12776.0,13195.0
1998-02-24,8397.0,8447.0,8358.0,8394.0,14848.0,13241.0
1998-02-25,8432.0,8515.0,8406.0,8478.0,12320.0,13046.0
1998-02-26,8452.0,8524.0,8440.0,8519.0,13274.0,12402.0
1998-02-27,8501.0,8590.0,8490.0,8557.0,12628.0,12092.0
1998-03-02,8577.0,8585.0,8521.0,8559.0,12668.0,12778.0
1998-03-03,8512.0,8610.0,8505.0,8607.0,12991.0,12384.0
1998-03-04,8569.0,8578.0,8502.0,8538.0,11957.0,12332.0
1998-03-05,8435.0,8508.0,8405.0,8468.0,13103.0,11951.0
1998-03-06,8492.0,8590.0,8490.0,8587.0,11007.0,11611.0
1998-03-09,8552.0,8642.0,8543.0,8579.0,10616.0,11124.0
1998-03-10,8611.0,8662.0,8597.0,8652.0,12150.0,10987.0
1998-03-11,8675.0,8704.0,8655.0,8682.0,13368.0,10689.0
1997-10-13,8297.0,8297.0,8297.0,8297.0,34.0,0.0
1997-10-15,8260.0,8300.0,8260.0,8281.0,61.0,0.0
1998-03-12,8763.0,8772.0,8695.0,8759.0,11839.0,3846.0
1998-03-13,8792.0,8799.0,8674.0,8683.0,13043.0,5076.0
1998-03-16,8713.0,8809.0,8696.0,8805.0,12072.0,6820.0
1998-03-17,8811.0,8840.0,8772.0,8836.0,15341.0,6632.0
1998-03-18,8801.0,8861.0,8790.0,8855.0,13651.0,8474.0
1998-03-19,8852.0,8888.0,8840.0,8883.0,12147.0,9712.0
1998-03-20,8912.0,8991.0,8883.0,8975.0,13530.0,10176.0
1998-03-23,8947.0,8975.0,8898.0,8910.0,11593.0,10842.0
1998-03-24,8932.0,9012.0,8930.0,8997.0,9972.0,10620.0
1998-03-25,9077.0,9080.0,8875.0,8943.0,14337.0,10587.0
1998-03-26,8914.0,8979.0,8905.0,8916.0,10433.0,10564.0
1998-03-27,8982.0,8985.0,8835.0,8880.0,13121.0,10333.0
1998-03-30,8857.0,8905.0,8813.0,8865.0,10182.0,10708.0
1998-03-31,8887.0,8977.0,8850.0,8867.0,12160.0,10729.0
1998-04-01,8881.0,8965.0,8805.0,8940.0,11040.0,10900.0
1998-04-02,8927.0,9075.0,8915.0,9060.0,12419.0,10894.0
1998-04-03,9090.0,9100.0,9025.0,9058.0,12352.0,11317.0
1998-04-06,9115.0,9165.0,9070.0,9076.0,14367.0,11345.0
1998-04-07,9050.0,9085.0,8950.0,9023.0,13931.0,13329.0
1998-04-08,9040.0,9042.0,8920.0,8963.0,13810.0,12283.0
1998-04-09,9013.0,9090.0,8975.0,9070.0,11767.0,12456.0
1998-04-13,9105.0,9110.0,8980.0,9070.0,10698.0,13142.0
1998-04-14,9080.0,9185.0,9070.0,9177.0,12805.0,13049.0
1998-04-15,9197.0,9225.0,9140.0,9222.0,12402.0,13770.0
1998-04-16,9180.0,9190.0,9105.0,9128.0,13595.0,13762.0
1998-04-17,9105.0,9234.0,9105.0,9222.0,12561.0,13672.0
1998-04-20,9210.0,9224.0,9150.0,9188.0,12349.0,13330.0
1998-04-21,9190.0,9250.0,9151.0,9244.0,15181.0,12908.0
1998-04-22,9235.0,9265.0,9215.0,9229.0,10592.0,13029.0
1998-04-23,9198.0,9255.0,9160.0,9182.0,14248.0,12676.0
1998-04-24,9163.0,9207.0,9053.0,9087.0,14394.0,13494.0
1998-04-27,8995.0,9015.0,8870.0,8975.0,18236.0,13862.0
1998-04-28,9043.0,9049.0,8900.0,8940.0,15455.0,13875.0
1998-04-29,8953.0,9035.0,8930.0,8985.0,14152.0,13993.0
1998-04-30,9090.0,9172.0,9055.0,9119.0,13198.0,13498.0
1998-05-01,9140.0,9207.0,9117.0,9201.0,8452.0,12912.0
1998-05-04,9213.0,9295.0,9210.0,9224.0,12290.0,12537.0
1998-05-05,9190.0,9220.0,9135.0,9189.0,12893.0,12283.0
1998-05-06,9203.0,9214.0,9066.0,9066.0,14655.0,12405.0
1998-05-07,9082.0,9092.0,8995.0,9005.0,10830.0,12355.0
1998-05-08,9000.0,9130.0,8985.0,9126.0,12080.0,12252.0
1998-05-11,9137.0,9215.0,9090.0,9123.0,13374.0,12336.0
1998-05-12,9103.0,9215.0,9082.0,9211.0,14446.0,12840.0
1998-05-13,9223.0,9260.0,9185.0,9250.0,12843.0,12780.0
1998-05-14,9200.0,9254.0,9155.0,9188.0,14539.0,12937.0
1998-05-15,9207.0,9220.0,9105.0,9109.0,10935.0,13081.0
1998-05-18,9096.0,9159.0,9015.0,9078.0,13820.0,12926.0
1998-05-19,9127.0,9155.0,9060.0,9088.0,11416.0,13026.0
1998-05-20,9143.0,9207.0,9080.0,9207.0,12574.0,12857.0
1998-05-21,9223.0,9233.0,9125.0,9149.0,13150.0,13214.0
1998-05-22,9167.0,9184.0,9102.0,9144.0,7511.0,13009.0
1998-05-26,9187.0,9197.0,8975.0,8983.0,12947.0,13006.0
1998-05-27,8912.0,8990.0,8800.0,8979.0,19901.0,13073.0
1998-05-28,8953.0,9020.0,8923.0,9006.0,12388.0,12986.0
1998-05-29,9027.0,9054.0,8898.0,8898.0,11688.0,12553.0
1998-06-01,8856.0,8995.0,8853.0,8952.0,17446.0,12325.0
1998-06-02,8972.0,8995.0,8880.0,8908.0,15303.0,13137.0
1998-06-03,8933.0,8948.0,8772.0,8772.0,12895.0,12814.0
1998-06-04,8801.0,8897.0,8755.0,8897.0,15287.0,12793.0
1998-06-05,8887.0,9078.0,8870.0,9072.0,16014.0,12517.0
1998-06-08,9073.0,9124.0,9043.0,9082.0,10321.0,12482.0
1998-06-09,9067.0,9098.0,9030.0,9068.0,12363.0,12127.0
1998-06-10,9030.0,9105.0,8950.0,8965.0,17602.0,11825.0
1998-06-11,9037.0,9095.0,8875.0,8893.0,17150.0,4160.0
1998-06-12,8907.0,8945.0,8765.0,8940.0,21156.0,6364.0
1998-06-15,8825.0,8900.0,8655.0,8680.0,19176.0,7466.0
1998-06-16,8769.0,8773.0,8660.0,8757.0,17903.0,8419.0
1998-06-17,8858.0,8990.0,8825.0,8938.0,20885.0,8488.0
1998-06-18,8933.0,8944.0,8872.0,8895.0,13957.0,10076.0
1998-06-19,8922.0,8943.0,8773.0,8794.0,11417.0,11547.0
1998-06-22,8805.0,8855.0,8763.0,8800.0,12003.0,11979.0
1998-06-23,8823.0,8920.0,8820.0,8913.0,10592.0,12213.0
1998-06-24,8926.0,9024.0,8855.0,9011.0,17274.0,12266.0
1998-06-25,9033.0,9110.0,8990.0,9035.0,16553.0,12391.0
1998-06-26,9043.0,9073.0,9010.0,9047.0,9637.0,12889.0
1998-06-29,9077.0,9140.0,9065.0,9097.0,11698.0,12672.0
1998-06-30,9083.0,9088.0,9003.0,9030.0,13984.0,12672.0
1998-07-01,9093.0,9140.0,9055.0,9124.0,11969.0,12928.0
1998-07-02,9101.0,9127.0,9076.0,9103.0,6405.0,12783.0
1998-07-06,9107.0,9193.0,9075.0,9190.0,10921.0,12583.0
1998-07-07,9197.0,9228.0,9148.0,9179.0,12201.0,12828.0
1998-07-08,9166.0,9265.0,9165.0,9256.0,11742.0,13114.0
1998-07-09,9262.0,9264.0,9130.0,9153.0,13356.0,13252.0
1998-07-10,9149.0,9205.0,9093.0,9185.0,12992.0,13129.0
1998-07-13,9213.0,9215.0,9133.0,9148.0,9958.0,13992.0
1998-07-14,9177.0,9322.0,9175.0,9308.0,14890.0,13770.0
1998-07-15,9308.0,9372.0,9285.0,9305.0,13346.0,14516.0
1998-07-16,9320.0,9403.0,9268.0,9392.0,13179.0,14832.0
1998-07-17,9395.0,9418.0,9366.0,9392.0,9067.0,14509.0
1998-07-20,9399.0,9415.0,9318.0,9365.0,11141.0,14439.0
1998-07-21,9373.0,9410.0,9222.0,9233.0,16200.0,14032.0
1998-07-22,9232.0,9235.0,9130.0,9193.0,17051.0,14474.0
1998-07-23,9171.0,9188.0,8960.0,8964.0,19143.0,14080.0
1998-07-24,9010.0,9060.0,8900.0,8991.0,16144.0,14172.0
1998-07-27,8937.0,9080.0,8902.0,9075.0,15049.0,14214.0
1998-07-28,9033.0,9050.0,8840.0,8970.0,20670.0,14262.0
1998-07-29,8995.0,9044.0,8913.0,8948.0,14664.0,14400.0
1998-07-30,8995.0,9080.0,8970.0,9051.0,11347.0,13896.0
1998-07-31,9023.0,9090.0,8850.0,8900.0,12544.0,13802.0
1998-08-03,8890.0,8925.0,8803.0,8811.0,13367.0,13314.0
1998-08-04,8867.0,8889.0,8505.0,8505.0,24978.0,13882.0
1998-08-05,8545.0,8610.0,8380.0,8605.0,20159.0,15126.0
1998-08-06,8550.0,8635.0,8515.0,8605.0,14379.0,15356.0
1998-08-07,8565.0,8740.0,8560.0,8624.0,15232.0,15000.0
1998-08-10,8605.0,8660.0,8555.0,8613.0,12482.0,15153.0
1998-08-11,8415.0,8510.0,8333.0,8466.0,17941.0,14617.0
1998-08-12,8535.0,8605.0,8495.0,8600.0,13764.0,14792.0
1998-08-13,8523.0,8635.0,8450.0,8458.0,16461.0,14785.0
1998-08-14,8547.0,8580.0,8385.0,8425.0,16773.0,15134.0
1998-08-17,8405.0,8605.0,8385.0,8587.0,14709.0,14992.0
1998-08-18,8647.0,8775.0,8610.0,8760.0,16571.0,14535.0
1998-08-19,8787.0,8810.0,8692.0,8721.0,11692.0,15105.0
1998-08-20,8712.0,8718.0,8625.0,8642.0,13296.0,14352.0
1998-08-21,8555.0,8590.0,8345.0,8585.0,18071.0,14292.0
1998-08-24,8577.0,8654.0,8525.0,8596.0,13130.0,14522.0
1998-08-25,8664.0,8715.0,8555.0,8613.0,14897.0,14181.0
1998-08-26,8545.0,8600.0,8475.0,8558.0,17402.0,14223.0
1998-08-27,8467.0,8475.0,8100.0,8110.0,24197.0,14569.0
1998-08-28,8175.0,8270.0,8023.0,8093.0,21204.0,15700.0
1998-08-31,8145.0,8150.0,7330.0,7485.0,23910.0,15662.0
1998-09-01,7652.0,7920.0,7360.0,7870.0,23910.0,16530.0
1998-09-02,7890.0,7965.0,7755.0,7775.0,17234.0,16913.0
1998-09-03,7665.0,7769.0,7580.0,7723.0,18098.0,16747.0
1998-09-04,7745.0,7785.0,7475.0,7673.0,14477.0,16664.0
1998-09-08,7870.0,8085.0,7837.0,8076.0,15562.0,16178.0
1998-09-09,8015.0,8050.0,7800.0,7840.0,20138.0,16027.0
1998-09-10,7770.0,7800.0,7565.0,7619.0,23961.0,3939.0
1998-09-11,7683.0,7935.0,7555.0,7927.0,19267.0,9039.0
1998-09-14,7990.0,8110.0,7975.0,8000.0,16487.0,9800.0
1998-09-15,7965.0,8115.0,7925.0,8094.0,17300.0,9850.0
1998-09-16,8095.0,8195.0,8025.0,8175.0,16740.0,10678.0
1998-09-17,7985.0,7995.0,7915.0,7948.0,17928.0,11175.0
1998-09-18,7967.0,7990.0,7885.0,7965.0,12551.0,12868.0
1998-09-21,7755.0,8020.0,7705.0,7981.0,15854.0,12545.0
1998-09-22,8053.0,8070.0,7910.0,7950.0,12409.0,13569.0
1998-09-23,8033.0,8255.0,8005.0,8247.0,14291.0,13441.0
1998-09-24,8223.0,8245.0,7980.0,8060.0,13879.0,13282.0
1998-09-25,7935.0,8155.0,7925.0,8065.0,15647.0,13645.0
1998-09-28,8125.0,8229.0,8105.0,8205.0,11430.0,13767.0
1998-09-29,8222.0,8230.0,8020.0,8125.0,13805.0,13686.0
1998-09-30,8025.0,8100.0,7855.0,7885.0,15197.0,14125.0
1998-10-01,7732.0,7865.0,7622.0,7695.0,21106.0,14549.0
1998-10-02,7742.0,7885.0,7555.0,7862.0,20927.0,15537.0
1998-10-05,7767.0,7840.0,7580.0,7765.0,18460.0,15704.0
1998-10-06,7897.0,7920.0,7710.0,7775.0,18438.0,15391.0
1998-10-07,7815.0,7915.0,7635.0,7790.0,20827.0,15619.0
1998-10-08,7645.0,7825.0,7500.0,7788.0,24580.0,16732.0
1998-10-09,7845.0,7975.0,7690.0,7970.0,14129.0,17450.0
1998-10-12,8120.0,8140.0,8020.0,8027.0,7380.0,15741.0
1998-10-13,7985.0,8060.0,7920.0,7973.0,13566.0,15807.0
1998-10-14,7947.0,8100.0,7923.0,8007.0,15834.0,15612.0
1998-10-15,7975.0,8600.0,7955.0,8412.0,18358.0,14900.0
1998-10-16,8405.0,8485.0,8375.0,8475.0,13201.0,15158.0
1998-10-19,8455.0,8565.0,8420.0,8505.0,11266.0,14212.0
1998-10-20,8572.0,8685.0,8505.0,8552.0,16898.0,14918.0
1998-10-21,8582.0,8605.0,8505.0,8533.0,11281.0,14640.0
1998-10-22,8545.0,8600.0,8455.0,8590.0,14398.0,14711.0
1998-10-23,8550.0,8560.0,8450.0,8475.0,10901.0,15048.0
1998-10-26,8505.0,8580.0,8435.0,8468.0,11521.0,14931.0
1998-10-27,8532.0,8574.0,8375.0,8413.0,15681.0,14660.0
1998-10-28,8385.0,8470.0,8355.0,8390.0,11788.0,14539.0
1998-10-29,8397.0,8575.0,8382.0,8572.0,11248.0,14313.0
1998-10-30,8600.0,8687.0,8580.0,8645.0,11798.0,14558.0
1998-11-02,8687.0,8780.0,8651.0,8776.0,12136.0,14265.0
1998-11-03,8742.0,8775.0,8695.0,8730.0,11233.0,14063.0
1998-11-04,8827.0,8889.0,8730.0,8830.0,15002.0,13852.0
1998-11-05,8765.0,8980.0,8740.0,8975.0,14320.0,14132.0
1998-11-06,8937.0,9025.0,8915.0,9020.0,12154.0,14216.0
1998-11-09,8987.0,9005.0,8875.0,8930.0,10830.0,13869.0
1998-11-10,8890.0,8955.0,8860.0,8868.0,10335.0,14126.0
1998-11-11,8927.0,8965.0,8812.0,8860.0,9743.0,13768.0
1998-11-12,8825.0,8930.0,8820.0,8874.0,12755.0,14140.0
1998-11-13,8895.0,8994.0,8860.0,8990.0,8609.0,14111.0
1998-11-16,9045.0,9055.0,8952.0,9040.0,8468.0,14193.0
1998-11-17,9022.0,9150.0,8920.0,9003.0,11188.0,14041.0
1998-11-18,8977.0,9100.0,8975.0,9085.0,8842.0,13534.0
1998-11-19,9107.0,9119.0,9036.0,9092.0,10137.0,13347.0
1998-11-20,9132.0,9200.0,9125.0,9195.0,8873.0,13504.0
1998-11-23,9252.0,9430.0,9235.0,9427.0,10580.0,13063.0
1998-11-24,9415.0,9420.0,9302.0,9324.0,12861.0,13324.0
1998-11-25,9327.0,9340.0,9273.0,9327.0,5874.0,12995.0
1998-11-27,9365.0,9384.0,9340.0,9345.0,1777.0,12746.0
1998-11-30,9322.0,9325.0,9090.0,9093.0,19754.0,12510.0
1998-12-01,9037.0,9161.0,8997.0,9142.0,16328.0,12572.0
1998-12-02,9105.0,9110.0,8955.0,9083.0,16329.0,12711.0
1998-12-03,9122.0,9125.0,8865.0,8885.0,15180.0,12250.0
1998-12-04,8940.0,9075.0,8935.0,9040.0,12480.0,12191.0
1998-12-07,9049.0,9100.0,9006.0,9070.0,10177.0,11610.0
1998-12-08,9057.0,9100.0,8946.0,9031.0,12430.0,11474.0
1998-12-09,9022.0,9060.0,8971.0,9018.0,12262.0,11328.0
1998-12-10,9101.0,9108.0,8900.0,8913.0,12355.0,5670.0
1998-12-11,8902.0,8928.0,8802.0,8888.0,12884.0,7664.0
1998-12-14,8815.0,8874.0,8720.0,8725.0,13925.0,8106.0
1998-12-15,8805.0,8910.0,8750.0,8900.0,14722.0,9530.0
1998-12-16,8902.0,8915.0,8815.0,8858.0,14679.0,10328.0
1998-12-17,8870.0,8960.0,8860.0,8950.0,12265.0,11504.0
1998-12-18,8927.0,9010.0,8910.0,8965.0,6711.0,12837.0
1998-12-21,9005.0,9200.0,8977.0,9067.0,7624.0,13103.0
1998-12-22,9067.0,9145.0,9015.0,9122.0,6879.0,13423.0
1998-12-23,9150.0,9300.0,9135.0,9287.0,5975.0,13389.0
1998-12-24,9275.0,9324.0,9250.0,9290.0,2043.0,13316.0
1998-12-28,9297.0,9353.0,9250.0,9278.0,4039.0,13009.0
1998-12-29,9312.0,9414.0,9255.0,9409.0,5432.0,13254.0
1998-12-30,9390.0,9405.0,9325.0,9340.0,4578.0,13184.0
1998-12-31,9327.0,9364.0,9230.0,9265.0,4055.0,13383.0
1999-01-04,9295.0,9420.0,9160.0,9255.0,13008.0,13491.0
1999-01-05,9257.0,9405.0,9230.0,9377.0,12805.0,14396.0
1999-01-06,9447.0,9640.0,9445.0,9612.0,14171.0,14426.0
1999-01-07,9540.0,9605.0,9465.0,9590.0,13592.0,14831.0
1999-01-08,9637.0,9735.0,9590.0,9727.0,14120.0,14611.0
1999-01-11,9700.0,9718.0,9580.0,9690.0,12555.0,14675.0
1999-01-12,9687.0,9690.0,9502.0,9540.0,13394.0,14537.0
1999-01-13,9305.0,9490.0,9200.0,9385.0,18849.0,14717.0
1999-01-14,9442.0,9450.0,9121.0,9150.0,17816.0,15770.0
1999-01-15,9205.0,9396.0,9200.0,9377.0,10965.0,15598.0
1999-01-19,9407.0,9460.0,9245.0,9374.0,15649.0,14962.0
1999-01-20,9447.0,9533.0,9330.0,9395.0,17297.0,14687.0
1999-01-21,9372.0,9422.0,9250.0,9253.0,17660.0,14620.0
1999-01-22,9185.0,9250.0,9105.0,9165.0,13399.0,14196.0
1999-01-25,9155.0,9269.0,9080.0,9265.0,14221.0,14254.0
1999-01-26,9237.0,9395.0,9210.0,9390.0,12860.0,13821.0
1999-01-27,9392.0,9421.0,9195.0,9215.0,15994.0,13822.0
1999-01-28,9260.0,9345.0,9245.0,9287.0,13033.0,14429.0
1999-01-29,9327.0,9430.0,9225.0,9370.0,14269.0,14460.0
1999-02-01,9425.0,9460.0,9345.0,9348.0,9974.0,14689.0
1999-02-02,9307.0,9354.0,9215.0,9280.0,13796.0,14798.0
1999-02-03,9237.0,9429.0,9235.0,9417.0,14306.0,15009.0
1999-02-04,9437.0,9440.0,9295.0,9350.0,15260.0,15329.0
1999-02-05,9355.0,9380.0,9250.0,9330.0,13410.0,15881.0
1999-02-08,9362.0,9370.0,9230.0,9313.0,10969.0,16038.0
1999-02-09,9285.0,9315.0,9130.0,9135.0,15083.0,16029.0
1999-02-10,9127.0,9199.0,9115.0,9192.0,13919.0,16829.0
1999-02-11,9197.0,9430.0,9161.0,9427.0,14458.0,16922.0
1999-02-12,9380.0,9395.0,9245.0,9315.0,12279.0,17172.0
1999-02-16,9372.0,9409.0,9250.0,9279.0,11143.0,16850.0
1999-02-17,9230.0,9390.0,9180.0,9240.0,15405.0,16502.0
1999-02-18,9267.0,9335.0,9205.0,9315.0,13424.0,16695.0
1999-02-19,9292.0,9410.0,9280.0,9363.0,10451.0,16701.0
1999-02-22,9357.0,9592.0,9340.0,9576.0,13008.0,16535.0
1999-02-23,9580.0,9630.0,9490.0,9575.0,13351.0,17416.0
1999-02-24,9590.0,9620.0,9380.0,9390.0,13571.0,17165.0
1999-02-25,9422.0,9439.0,9240.0,9348.0,17978.0,16609.0
1999-02-26,9340.0,9410.0,9265.0,9303.0,13118.0,16850.0
1999-03-01,9297.0,9365.0,9232.0,9340.0,12142.0,16311.0
1999-03-02,9325.0,9430.0,9280.0,9330.0,13736.0,16229.0
1999-03-03,9330.0,9345.0,9210.0,9305.0,13552.0,16124.0
1999-03-04,9367.0,9503.0,9340.0,9495.0,16411.0,15903.0
1999-03-05,9515.0,9780.0,9500.0,9775.0,17978.0,16251.0
1999-03-08,9745.0,9792.0,9685.0,9748.0,13757.0,16541.0
1999-03-09,9707.0,9815.0,9676.0,9690.0,16424.0,15633.0
1999-03-10,9707.0,9800.0,9680.0,9797.0,12448.0,14793.0
1999-03-11,9920.0,10045.0,9885.0,10017.0,18659.0,6858.0
1999-03-12,10037.0,10060.0,9940.0,9953.0,13450.0,8911.0
1999-03-15,9952.0,10065.0,9950.0,10042.0,12003.0,9777.0
1999-03-16,10047.0,10090.0,10010.0,10023.0,13181.0,10550.0
1999-03-17,10002.0,10055.0,9940.0,9968.0,16101.0,11314.0
1999-03-18,9937.0,10125.0,9930.0,10120.0,14193.0,13186.0
1999-03-19,10142.0,10165.0,9940.0,9948.0,11913.0,14935.0
1999-03-22,9965.0,10020.0,9945.0,10005.0,9037.0,14736.0
1999-03-23,9967.0,9975.0,9700.0,9740.0,17742.0,14610.0
1999-03-24,9730.0,9784.0,9701.0,9770.0,10802.0,14623.0
1999-03-25,9812.0,9945.0,9802.0,9942.0,12462.0,14022.0
1999-03-26,9895.0,9929.0,9825.0,9914.0,8954.0,14626.0
1999-03-29,9942.0,10125.0,9939.0,10060.0,10661.0,14210.0
1999-03-30,10027.0,10060.0,9940.0,9983.0,10530.0,14818.0
1999-03-31,9995.0,10060.0,9830.0,9835.0,13647.0,14557.0
1999-04-01,9892.0,9935.0,9830.0,9900.0,8603.0,13789.0
1999-04-05,9982.0,10095.0,9948.0,10080.0,9573.0,13798.0
1999-04-06,10055.0,10099.0,9982.0,10032.0,12433.0,13771.0
1999-04-07,10087.0,10160.0,10010.0,10152.0,13309.0,13929.0
