0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,label
-1447845.9129672644,492674.8752381359,277687.66367925116,-137049.2604576038,49499.14718621105,-146115.89910652683,-155277.3708215854,-192876.88997671282,-2205.3742123021643,-15176.556613493167,25470.434289726058,67292.49062652478,40718.36867419585,-20061.12087862056,-86246.45386144987,-82021.15522240086,-21277.13334143262,-33999.03486911042,39934.39953852877,-25633.409727321625,98669.95695637878,84095.08693185194,39076.86252544475,10167.694619018843,31996.205453039955,-65859.07972240771,52519.626233036695,12299.785754343768,5048.4397983008785,-43125.38158730558,-17577.635748274137,-29046.502098889516,31172.609130441495,25359.113250030292,4782.245314245878,-71586.10094952537,35509.751017278635,19549.78489089887,-26218.7640982856,-1361.950075212747,-28322.142241514324,40011.97251344312,46159.835798490814,-56743.77373673624,43756.78701862305,38375.416622984936,818.0418529454696,560.7356568498351,-45028.389076554704,48005.242377739785,-617.0772078185837,-87530.59556565921,-21130.73169261431,5148.73257444296,4557.605097970743,61078.669469967535,2302.9363533306987,-79915.81831760239,41354.41593329824,32721.29287612258,28160.960399233925,15266.656628396539,13998.565104199432,-50007.86988617673,-10198.794929698252,48014.94835441214,-16742.18750111324,-50040.38961645579,-10341.547375739867,-23657.896038365114,-78622.46523669637,8681.554103648525,-32760.460498001223,17903.88861920977,1432.671428144853,-47849.45565899773,613.1605719573571,18752.5858398964,-18702.296918240103,-41114.887012484185,0.0
-1447305.3892162286,495684.97463646036,274580.0503660588,-136547.79584451573,84014.26028088675,-135930.022460873,-149821.1947492486,-193866.37892010028,-696.3532516618848,-11502.810791528125,28579.264329081554,67528.89631590978,38840.35723912902,-11648.852686775064,-95044.65849808391,-80619.19235036196,-22084.442140627267,-40035.733948233225,35677.39577096976,-25562.07001317169,109110.99240817198,71562.53008907042,48570.359577863645,13778.03023466914,18235.990730557158,-59146.09623250132,48634.0653823635,14686.506236603756,-3049.12867097434,-39441.574498818874,-601.8751221011526,-30796.535737688297,38080.46010147545,25285.09718975894,4164.960607682504,-67857.12163495347,16974.021171375098,22225.863866954707,-12697.251578798368,-13680.770637475738,43293.27694227991,38076.57886325057,33785.78950413724,-62579.08389084659,36928.99509989594,13031.119989478344,54679.60768874971,14777.970769071779,-28078.451626035778,55428.35218324066,37205.363611171415,-89274.09539819979,-5157.870414015815,-47667.160782816005,-16027.085728007638,66249.99714583012,-4945.26874005278,-57529.96212341576,55975.435075157155,42495.715436181265,-10779.176450365656,-13775.242291536382,18499.73709564479,-39026.00433933583,14656.44787873211,27543.353402528493,-6375.7876493307085,-10882.145787346359,-56762.52812885458,-29326.20381081882,-72902.375289854,16592.74820954839,6201.784198608444,-22712.67981561023,800.2277472847236,-14927.736737088784,-32233.714079838108,22793.191928526798,18992.870875402212,-59126.60979265133,0.0
-1446892.3160264513,495708.2624603775,271239.01933543006,-133251.70021801133,114998.54171353557,-121949.69705784404,-144471.66941802338,-197623.5699194582,4238.648192176653,-4403.974233082144,27007.7313686831,65585.55540663656,36999.12893316212,4328.932086552306,-95820.4552901942,-81364.75499566618,-18477.72216559017,-44543.50775462018,29286.125075159493,-31950.39157901392,116251.29146134478,62640.5944124598,56092.4656744585,12130.731728520423,420.6486386454635,-54238.94216807667,41131.90035730051,14606.302976568433,-8550.170325976562,-33219.398915835554,16225.732508563551,-34313.983251324404,45596.31960786576,15705.012619070407,-12385.019850780154,-68920.34421510833,2093.580136922765,-2114.3815179225458,10608.89574185566,-23875.268564706123,78940.88258562345,37754.57764974795,-5262.122802655584,-29430.53142824098,-6930.604661005655,22418.726417246748,47239.77510993954,469.6844805436317,-16636.337365996493,38302.004636219324,69013.88087422703,-74327.87040523432,42498.70430422836,-68210.082684018,-43128.05429890054,47290.264576778616,5929.710419429137,-23570.142538189764,75146.70632824852,28863.997034744596,-12974.440050674639,-11189.319648563851,-23247.91799405702,-1783.709313874042,23308.445795665375,27588.67222588003,23081.875587115235,-3749.2531081998,-13509.789025092188,-4731.505137551212,-63039.672067862826,-40072.75778302166,-24056.935888037868,-34764.66461020596,-10193.492804141122,19736.001901395597,-28726.82009671304,-20345.51809351077,16905.69741062841,-28778.67719543861,1.0
-1440853.225168753,499791.6515311703,271160.7805594057,-132854.9818968286,140214.12344981544,-102500.11821072118,-135515.873110647,-198925.27562479768,9790.593632535772,-382.97680754241946,29997.806435394596,58870.70507007199,43929.53916008902,18551.333838525825,-102271.63285710035,-76870.4413685803,-21769.469012925856,-40562.9994980732,31738.447433528567,-34751.54572014299,117538.06827213483,55053.042042375215,62064.50868187468,8870.326529743359,-14267.602583876233,-52489.20554794921,43378.013880837345,16315.283372806014,-17376.054481385458,-15502.596686444642,30944.91404440061,-27144.54101597657,42270.30427685045,1302.8515695743454,-41102.80784346758,-55846.73050165914,-23366.845536933663,-22729.90969542658,12880.310899116721,-4812.932853187265,41407.449075265176,65304.02185484825,16545.933119001023,-5400.443768800454,-57989.08521064139,47856.8021020027,-4315.519189438814,-19679.791719989626,4615.826226917713,6182.411554520174,64188.071838306176,-23389.661536781026,53229.99063424854,-55884.52783422923,-36895.8415632717,20414.66616848572,14623.310329384258,-26516.616135919616,78134.02111902396,16621.201695410542,14200.3091654594,-37174.74387568624,-25689.683813027405,-13792.801876576632,58648.69471923348,71488.26779742121,23128.016928856152,-36812.985646808476,25052.420862904153,-22673.02361307283,-10790.537227234112,-60579.366461554884,-42621.65717567218,-37646.58700111834,-40403.578449284876,49509.33933266533,-15675.435221612957,-29819.693473330753,39557.07294059811,11832.746499468973,0.0
-1439296.1247183871,500018.6507673733,268694.3483872682,-122704.45928934068,162998.86434146174,-78612.21645940829,-128024.47943287466,-201466.72830894295,12802.362439658511,1700.7112781613478,37569.56706143479,56906.53194080411,44973.98147514881,32378.3961534141,-96283.7005439414,-77562.63795217918,-29843.336773784966,-36307.45715503078,28447.42240846946,-38016.10772644036,115709.05890374331,49532.41240776137,67991.39462086433,-1314.6799383932107,-24937.8254284383,-39053.06896215962,53283.03095513182,17077.58734595567,-22750.111407824614,-2727.1358202139145,25606.53490114006,-28109.275129679067,34114.48027828286,11098.146306265819,-60114.57365738096,-38544.8540794087,-33834.40732033867,-38970.168540602455,-528.9088813878934,8377.615680110917,-865.0199231446607,78645.6219411688,81619.29674791527,-4370.268720078078,-49460.456296887525,39128.65167910725,-24960.541283276583,-45748.982588428975,10692.417698032887,-13520.285292293494,33816.88132819242,-936.1739202970748,32187.81267216163,-25834.883857708046,-31977.532068499073,14019.880992228045,1702.1481744136236,6174.014656859522,65245.77073843773,37742.22606241333,41678.864333302896,-37224.40876776066,-28308.26102013717,-35142.648084824024,71465.02506208062,56652.36727738684,-6400.765936575248,4678.531981274145,-19922.712342078074,-43102.04956131251,-269.8335260305885,-42649.01503585682,-17733.857421740642,13742.571533667882,-21747.14175038752,15464.325589379438,16683.133057092768,-20608.9575831508,55436.20462764123,40467.67829813286,0.0
-1433854.893426433,500704.2246264046,269371.3434987445,-118516.10480431985,177299.15068874427,-51672.46746828681,-120014.12427894575,-203192.33055675568,15878.41825402212,2410.2412931946874,38338.38371153586,56025.8321588344,56086.4639996112,43367.77435403879,-94704.25109147282,-74548.60235967244,-33154.04855124308,-31191.705006000167,22167.968949671216,-36674.705013274484,102568.03379579041,31676.57294750822,75772.25371197808,7662.302149089875,-33214.349380366926,-27391.801726404865,58936.503599762356,11469.993789310804,-34786.62346059451,11801.535752439955,21154.34944373912,-23340.131332739937,43006.24396638687,20408.95941555975,-62587.27600844737,-5890.955569207127,-31628.79564522954,-44424.25558661906,-9147.601373592055,5900.916641598046,11677.070883007791,77700.50362167784,97851.67010899143,-29643.57046505095,-11570.231705677927,21357.740125599397,-5881.303349579655,-28334.915908207215,11286.555999651904,-8255.697504894124,-10172.52626830994,-8288.511627215928,-5656.517312102359,19657.76203209737,-27249.519617067974,-9991.472071031327,5545.7074944306705,63479.86060295136,53079.53208701326,44641.067823040576,32344.351365416893,-62169.12434953676,-54472.25113902474,-42667.92094914608,22129.487604446964,10039.770201905885,18943.46479388263,18220.621261396518,-45713.06396608601,1001.7656147054204,-10185.49349142208,-18632.992287175883,-46544.67240572738,57788.62637773385,5499.131355967997,946.7532575131129,35699.46500503214,-45658.03429083071,43913.84192315994,7895.384620205992,1.0
-1433919.1761101726,496512.2841806409,266358.5973513508,-105394.00535539041,193455.74815401778,-27380.484637445094,-113545.85910851111,-204365.98471293272,19362.55629788889,5760.948210221042,40757.279289034195,50362.86274342771,52499.36995163339,53563.92704660306,-86268.2600084684,-72028.17981555856,-37155.570417907606,-33446.883410594004,9406.504126706026,-40351.88776231809,99024.26014511051,22015.436978276608,82593.88837827818,2991.486029778901,-37740.54751012027,-10807.666725433643,55238.66891176807,1354.5368623324357,-32053.41795362481,45953.944640153895,12898.525787025612,-37621.639947839365,35897.708197416054,15509.2702813331,-62074.18104849094,13312.80488204903,-40074.820925172884,-55476.64648554747,-17479.130943499527,-21975.216329642306,80408.33922231807,32808.97830838328,49050.33414855606,-54338.263437077454,1740.090651310762,1465.0000353538326,-7708.263527810594,28670.17348380008,10689.041816268153,17167.424349059467,-16180.36272099144,-8455.553196775429,-28045.05220099746,57597.797216379025,-20074.223636605366,-23168.196182962667,7948.7091540740785,82463.34260852837,47811.74771373726,23005.545792124296,-7334.013045302639,-71575.10192027078,-54294.01494715359,-20331.856974986877,-23771.07749733361,2301.5042376683887,9289.152871737557,-21769.85321549829,-6123.349131374645,46044.814344523555,43365.624038063106,14415.447375581589,-51350.37222078104,35374.194748891015,5931.39047926664,-19730.05072219486,30324.759493087655,-29556.053530593297,15691.59821183203,-12587.402974697196,0.0
-1431747.0137652499,496305.60253995605,263893.83602777496,-98679.06118534533,206846.34163906582,1980.9494785646466,-102861.0428815444,-204386.97977387672,24295.79968778188,12366.805114609571,46045.569735407495,46609.65655961709,49400.20625381381,58028.78015327657,-79318.80893014456,-72589.95227973298,-43905.01917030884,-24946.328940239626,-802.0042299152337,-45326.17363126577,90387.74492985338,9724.85548157107,78675.62968256284,-5239.090813799348,-50604.82715975505,3759.9753487325615,51643.970065488415,-13252.182709819914,-27396.06214970528,58535.19552304538,8144.944784249491,-45681.88852939915,32630.408610250714,-2346.6227293591564,-75305.05881145924,29416.80412153641,-44220.20128559642,-64077.36990474779,-13489.49190270084,-54405.2739166216,86000.89038978623,10890.947918934518,-16358.064610324767,-32133.85104307209,15298.773987627324,18859.372924924504,-38038.61714721823,60572.5363065317,-2378.800000624091,47487.32587876372,17064.99761388503,-718.0861104137039,-8901.584424559267,44991.45440506955,-5346.749888587998,-15533.211116834707,15409.157406134964,58677.67653511591,21470.31629586771,9029.32438870869,4333.683823040864,-60198.69336851809,-33894.69136182157,-26836.544384517638,-42396.482455390986,13980.442534145046,15680.675549037802,-25075.255867926346,-10061.596439277897,10306.246774972527,106330.7955664231,16578.935141701673,12742.738028451402,6888.089380175836,-8822.487812229812,-5635.586465238843,-25706.67126180568,-11622.890895987319,22682.392404452065,-13152.2365117966,1.0
-1429430.813415859,495433.8980868938,259979.03359371115,-89215.03137763892,213659.53532872995,31248.07057080922,-96209.834466247,-199808.9897352949,29061.750590194883,13087.4388044249,50139.6958871008,40808.192632012615,49842.690032340935,68508.20380827878,-65912.33132173416,-65165.07182934065,-50520.28329396208,-15801.29618744227,-8109.156924965042,-43026.62761912225,84889.41479117831,-3132.01040816796,79187.75388975149,512.8693536068677,-45370.764853852896,14203.430511149269,51079.5818343919,-9915.23377850496,-16626.288238292735,54444.283648605924,-204.9575267005348,-37489.155987933686,11919.702090927813,3221.103813102098,-75080.01365922659,37130.64916239302,-36014.59915385338,-85202.90185141913,-10889.410644979705,-58523.415540838585,11214.595246648993,17301.94294109603,-27453.3167696798,23543.460421928456,15094.093518748046,36486.34267593859,-57265.53755621413,78663.49108218146,534.335130207648,30746.15617990237,40557.32134022104,12978.438573925332,25200.755366934303,23574.45830973185,-10614.2457958958,-20330.09508112743,-999.9550491878563,35943.378189853436,-16743.624282053686,-38821.52305949622,-746.7325922988373,-43257.00075966005,-37962.26882595447,-22866.639551953467,-53219.64986410985,4708.569440512718,38174.382969784434,15065.716287973355,-55454.63229270182,32040.10629884809,99016.24962557737,7930.196543319003,25281.181481861586,51589.53556170252,21658.376038085422,10147.701917907883,-12558.410709794183,25465.672340556583,-20455.03270610998,7698.856610294626,1.0
-1426325.9457883544,492079.2563953325,258095.1333675717,-80393.93809851144,215748.75928959073,62366.42519684679,-86398.95003338606,-194403.9929515308,33172.9175196526,16358.59267965064,52040.313825433506,37463.476799064614,50590.43965473724,78224.95582984392,-49743.74028122816,-52465.83366865272,-52421.37746267632,-3006.004267833212,-12381.59757615931,-40489.7099778957,67012.16945673722,-10256.392614184113,87355.65871363069,8593.620623801382,-43138.19889114277,30870.684292915954,49279.86815716028,-16654.71018871318,-13545.91897165851,46569.21491141099,-26968.22581572531,-17495.45808931657,5912.367198736413,7171.369692795262,-66383.50466788023,48151.74937215434,-28339.854537330288,-94645.11858957354,-13344.771119427303,-42267.737357856015,-46443.30724340108,32983.330856784945,24204.33401801804,50768.86285115212,23074.25708895769,32283.74449184187,-15768.613109021733,61665.24205110687,-17079.437191471705,13351.369660615917,39592.132012728056,17761.81220749772,9670.36476462522,8549.113788050603,-11965.041465726128,-17959.732029859828,-12094.309841079868,13486.037920715446,-62537.31585255737,-62072.099381001484,15632.557434458738,-15484.956781345913,-25347.333971001095,-21628.656616719876,-55467.08923151305,13606.688037256597,69792.07749890882,7929.260815405414,-17679.859645626,48983.22722635572,46953.025283009374,20336.53460746059,-29645.968074053388,37608.963787088214,37323.36364486877,10185.993215845725,-8937.235198421975,49511.51819966048,-27145.83897972492,19457.27072477351,0.0
